label;usage_split;attribution;application;filename
0-9 kHz;C;Not allocated;Inductive applications;B06-24-1-1
9-14 kHz;S;Not allocated;Ultra Low Power Active Medical Implants;B14-01-2-2
9-14 kHz;S;Not allocated;On-site paging;A03-01-2-1
9-14 kHz;S;Not allocated;Inductive applications;B06-01-3-1
14-19.95 kHz;S;MARITIME MOBILE;Ultra Low Power Active Medical Implants;B14-01-2-2
14-19.95 kHz;S;MARITIME MOBILE;On-site paging;A03-01-2-1
14-19.95 kHz;S;MARITIME MOBILE;Inductive applications;B06-01-3-1
14-19.95 kHz;S;MARITIME MOBILE;Maritime military systems;
19.95-20.05 kHz;S;Not allocated;Ultra Low Power Active Medical Implants;B14-01-2-2
19.95-20.05 kHz;S;Not allocated;On-site paging;A03-01-2-1
19.95-20.05 kHz;S;Not allocated;Inductive applications;B06-01-3-1
20.05-70 kHz;S;FIXED;Ultra Low Power Active Medical Implants;B14-01-2-2
20.05-70 kHz;S;FIXED;On-site paging;A03-01-2-1
20.05-70 kHz;S;FIXED;Inductive applications (9-59.75 kHz);B06-01-3-1
20.05-70 kHz;S;FIXED;Maritime military systems;
20.05-70 kHz;S;FIXED;Point-to-Point;
20.05-70 kHz;S;FIXED;Inductive applications (59.75-60.25 kHz);B06-02-3-1
20.05-70 kHz;S;FIXED;Inductive applications (60.25-74.75 kHz);B06-03-3-1
20.05-70 kHz;S;MARITIME MOBILE;Ultra Low Power Active Medical Implants;B14-01-2-2
20.05-70 kHz;S;MARITIME MOBILE;On-site paging;A03-01-2-1
20.05-70 kHz;S;MARITIME MOBILE;Inductive applications (9-59.75 kHz);B06-01-3-1
20.05-70 kHz;S;MARITIME MOBILE;Maritime military systems;
20.05-70 kHz;S;MARITIME MOBILE;Point-to-Point;
20.05-70 kHz;S;MARITIME MOBILE;Inductive applications (59.75-60.25 kHz);B06-02-3-1
20.05-70 kHz;S;MARITIME MOBILE;Inductive applications (60.25-74.75 kHz);B06-03-3-1
70-72 kHz;S;Not allocated;Ultra Low Power Active Medical Implants;B14-01-2-2
70-72 kHz;S;Not allocated;On-site paging;A03-01-2-1
70-72 kHz;S;Not allocated;Inductive applications;B06-03-3-1
72-84 kHz;S;FIXED;Ultra Low Power Active Medical Implants;B14-01-2-2
72-84 kHz;S;FIXED;On-site paging;A03-01-2-1
72-84 kHz;S;FIXED;Inductive applications (60.25-74.75 kHz);B06-03-3-1
72-84 kHz;S;FIXED;Point-to-Point;
72-84 kHz;S;FIXED;Inductive applications (74.75-75.25 kHz);B06-04-3-1
72-84 kHz;S;FIXED;Inductive applications (75.25-77.25 kHz);B06-05-3-1
72-84 kHz;S;FIXED;Inductive applications (77.25-77.75 kHz);B06-06-3-1
72-84 kHz;S;FIXED;Inductive applications (77.75-90 kHz);B06-07-3-1
84-130 kHz;S;Not allocated;Ultra Low Power Active Medical Implants;B14-01-2-2
84-130 kHz;S;Not allocated;On-site paging;A03-01-2-1
84-130 kHz;S;Not allocated;Inductive applications (77.75-90 kHz);B06-07-3-1
84-130 kHz;S;Not allocated;Inductive applications (90-119 kHz);B06-08-3-1
84-130 kHz;S;Not allocated;Inductive applications (119-128.6 kHz);B06-09-3-1
84-130 kHz;S;Not allocated;Inductive applications (128.6-129.6 kHz);B06-10-3-1
84-130 kHz;S;Not allocated;Inductive applications (129.6-135 kHz);B06-11-3-1
130-135.7 kHz;S;FIXED;Ultra Low Power Active Medical Implants;B14-01-2-2
130-135.7 kHz;S;FIXED;On-site paging;A03-01-2-1
130-135.7 kHz;S;FIXED;Inductive applications (129.6-135 kHz);B06-11-3-1
130-135.7 kHz;S;FIXED;Point-to-Point;
130-135.7 kHz;S;FIXED;Inductive applications (135-140 kHz);B06-12-3-1
135.7-137.8 kHz;S;FIXED;Ultra Low Power Active Medical Implants;B14-01-2-2
135.7-137.8 kHz;S;FIXED;On-site paging;A03-01-2-1
135.7-137.8 kHz;S;FIXED;Point-to-Point;
135.7-137.8 kHz;S;FIXED;Inductive applications;B06-12-3-1
135.7-137.8 kHz;S;FIXED;Amateur;D02-01-1-1
135.7-137.8 kHz;S;Amateur;Ultra Low Power Active Medical Implants;B14-01-2-2
135.7-137.8 kHz;S;Amateur;On-site paging;A03-01-2-1
135.7-137.8 kHz;S;Amateur;Point-to-Point;
135.7-137.8 kHz;S;Amateur;Inductive applications;B06-12-3-1
135.7-137.8 kHz;S;Amateur;Amateur;D02-01-1-1
137.8-148.5 kHz;S;FIXED;Ultra Low Power Active Medical Implants;B14-01-2-2
137.8-148.5 kHz;S;FIXED;On-site paging;A03-01-2-1
137.8-148.5 kHz;S;FIXED;Point-to-Point;
137.8-148.5 kHz;S;FIXED;Inductive applications (135-140 kHz);B06-12-3-1
137.8-148.5 kHz;S;FIXED;Inductive applications (140-148.5 kHz);B06-13-3-1
148.5-255 kHz;C;Not allocated;Ultra Low Power Active Medical Implants;B14-01-2-2
148.5-255 kHz;C;Not allocated;Inductive applications (148.5-5000 kHz);B06-14-3-1
255-283.5 kHz;C;AERONAUTICAL RADIONAVIGATION;Ultra Low Power Active Medical Implants;B14-01-2-2
255-283.5 kHz;C;AERONAUTICAL RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
255-283.5 kHz;C;AERONAUTICAL RADIONAVIGATION;Beacons (aeronautical);
283.5-315 kHz;S;AERONAUTICAL RADIONAVIGATION;Ultra Low Power Active Medical Implants;B14-01-2-2
283.5-315 kHz;S;AERONAUTICAL RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
283.5-315 kHz;S;AERONAUTICAL RADIONAVIGATION;Beacons (aeronautical);
283.5-315 kHz;S;AERONAUTICAL RADIONAVIGATION;Beacons (maritime);
283.5-315 kHz;S;AERONAUTICAL RADIONAVIGATION;Defence systems;
283.5-315 kHz;S;MARITIME RADIONAVIGATION;Ultra Low Power Active Medical Implants;B14-01-2-2
283.5-315 kHz;S;MARITIME RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
283.5-315 kHz;S;MARITIME RADIONAVIGATION;Beacons (aeronautical);
283.5-315 kHz;S;MARITIME RADIONAVIGATION;Beacons (maritime);
283.5-315 kHz;S;MARITIME RADIONAVIGATION;Defence systems;
315-405 kHz;S;AERONAUTICAL RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
315-405 kHz;S;AERONAUTICAL RADIONAVIGATION;Ultra Low Power Animal Implantable Devices;B14-02-2-2
315-405 kHz;S;AERONAUTICAL RADIONAVIGATION;Beacons (aeronautical);
315-405 kHz;S;AERONAUTICAL RADIONAVIGATION;Defence systems;
315-405 kHz;S;AERONAUTICAL RADIONAVIGATION;Inductive applications (400-600 kHz);B06-15-3-1
405-415 kHz;S;RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
405-415 kHz;S;RADIONAVIGATION;Ultra Low Power Animal Implantable Devices;B14-02-2-2
405-415 kHz;S;RADIONAVIGATION;Inductive applications;B06-15-3-1
405-415 kHz;S;RADIONAVIGATION;Defence systems;
415-435 kHz;S;AERONAUTICAL RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
415-435 kHz;S;AERONAUTICAL RADIONAVIGATION;Ultra Low Power Animal Implantable Devices;B14-02-2-2
415-435 kHz;S;AERONAUTICAL RADIONAVIGATION;Inductive applications;B06-15-3-1
415-435 kHz;S;AERONAUTICAL RADIONAVIGATION;Maritime communications;
415-435 kHz;S;AERONAUTICAL RADIONAVIGATION;Defence systems;
415-435 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
415-435 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-02-2-2
415-435 kHz;S;MARITIME MOBILE;Inductive applications;B06-15-3-1
415-435 kHz;S;MARITIME MOBILE;Maritime communications;
415-435 kHz;S;MARITIME MOBILE;Defence systems;
435-495 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
435-495 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-02-2-2
435-495 kHz;S;MARITIME MOBILE;Inductive applications;B06-15-3-1
435-495 kHz;S;MARITIME MOBILE;Maritime communications;
435-495 kHz;S;MARITIME MOBILE;Defence systems;
435-495 kHz;S;MARITIME MOBILE;Emergency detection (456.9-457.1 kHz) (457 kHz);B17-01-2-1
435-495 kHz;S;MARITIME MOBILE;Amateur (472-479 kHz);D02-02-1-1
495-505 kHz;S;MOBILE (distress and calling);Inductive applications (148.5-5000 kHz);B06-14-3-1
495-505 kHz;S;MOBILE (distress and calling);Ultra Low Power Animal Implantable Devices;B14-02-2-2
495-505 kHz;S;MOBILE (distress and calling);Inductive applications;B06-15-3-1
495-505 kHz;S;MOBILE (distress and calling);GMDSS;
495-505 kHz;S;MOBILE (distress and calling);Amateur (501-504 kHz);D02-03-1-1
505-526.5 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
505-526.5 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-02-2-2
505-526.5 kHz;S;MARITIME MOBILE;Inductive applications;B06-15-3-1
505-526.5 kHz;S;MARITIME MOBILE;Defence systems;
505-526.5 kHz;S;MARITIME MOBILE;Maritime communications;
505-526.5 kHz;S;MARITIME MOBILE;NAVTEX (517.5-518.5 kHz) (GMDSS-SOLAS);C01-01-1-1
505-526.5 kHz;S;MARITIME MOBILE;NAVTEX (517.5-518.5 kHz) (GMDSS-non SOLAS);C02-01-1-1
526.5-1606.5 kHz;C;BROADCASTING;Inductive applications (148.5-5000 kHz);B06-14-3-1
526.5-1606.5 kHz;C;BROADCASTING;Ultra Low Power Animal Implantable Devices (315-600 kHz);B14-02-2-2
526.5-1606.5 kHz;C;BROADCASTING;Inductive applications (400-600 kHz);B06-15-3-1
526.5-1606.5 kHz;C;BROADCASTING;AM sound analogue;
526.5-1606.5 kHz;C;BROADCASTING;Eurobalise (984-7484 kHz) (Balise up-link);B13-01-2-1
1606.5-1625 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
1606.5-1625 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
1606.5-1625 kHz;S;MARITIME MOBILE;Defence systems;
1606.5-1625 kHz;S;MARITIME MOBILE;Maritime communications;
1625-1635 kHz;S;RADIOLOCATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
1625-1635 kHz;S;RADIOLOCATION;Eurobalise (Balise up-link);B13-01-2-1
1625-1635 kHz;S;RADIOLOCATION;Defence systems;
1635-1800 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
1635-1800 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
1635-1800 kHz;S;FIXED;Defence systems;
1635-1800 kHz;S;FIXED;Maritime communications;
1635-1800 kHz;S;FIXED;Point-to-Point;
1635-1800 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
1635-1800 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
1635-1800 kHz;S;MARITIME MOBILE;Defence systems;
1635-1800 kHz;S;MARITIME MOBILE;Maritime communications;
1635-1800 kHz;S;MARITIME MOBILE;Point-to-Point;
1800-1810 kHz;S;RADIOLOCATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
1800-1810 kHz;S;RADIOLOCATION;Eurobalise (Balise up-link);B13-01-2-1
1800-1810 kHz;S;RADIOLOCATION;Defence systems;
1810-1830 kHz;S;MOBILE except aeronautical mobile;Inductive applications (148.5-5000 kHz);B06-14-3-1
1810-1830 kHz;S;MOBILE except aeronautical mobile;Eurobalise (Balise up-link);B13-01-2-1
1810-1830 kHz;S;MOBILE except aeronautical mobile;Amateur;D02-04-1-1
1810-1830 kHz;S;MOBILE except aeronautical mobile;Defence systems;
1810-1830 kHz;S;MOBILE except aeronautical mobile;Maritime communications;
1830-1850 kHz;S;AMATEUR;Inductive applications (148.5-5000 kHz);B06-14-3-1
1830-1850 kHz;S;AMATEUR;Eurobalise (Balise up-link);B13-01-2-1
1830-1850 kHz;S;AMATEUR;Amateur;D02-04-1-1
1850-2000 kHz;S;MOBILE except aeronautical mobile;Inductive applications (148.5-5000 kHz);B06-14-3-1
1850-2000 kHz;S;MOBILE except aeronautical mobile;Eurobalise (Balise up-link);B13-01-2-1
1850-2000 kHz;S;MOBILE except aeronautical mobile;Amateur;D02-04-1-1
1850-2000 kHz;S;MOBILE except aeronautical mobile;Defence systems;
1850-2000 kHz;S;MOBILE except aeronautical mobile;Maritime communications;
2000-2025 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
2000-2025 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
2000-2025 kHz;S;FIXED;Defence systems;
2000-2025 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2000-2025 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
2000-2025 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
2025-2045 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2025-2045 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
2025-2045 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
2045-2160 kHz;S;LAND MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
2045-2160 kHz;S;LAND MOBILE;Eurobalise (Balise up-link);B13-01-2-1
2045-2160 kHz;S;LAND MOBILE;Defence systems;
2045-2160 kHz;S;LAND MOBILE;Maritime communications;
2045-2160 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
2045-2160 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
2045-2160 kHz;S;MARITIME MOBILE;Defence systems;
2045-2160 kHz;S;MARITIME MOBILE;Maritime communications;
2160-2170 kHz;S;RADIOLOCATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
2160-2170 kHz;S;RADIOLOCATION;Eurobalise (Balise up-link);B13-01-2-1
2160-2170 kHz;S;RADIOLOCATION;Defence systems;
2170-2173.5 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
2170-2173.5 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
2170-2173.5 kHz;S;MARITIME MOBILE;Defence systems;
2173.5-2190.5 kHz;S;MOBILE (distress and calling);Inductive applications (148.5-5000 kHz);B06-14-3-1
2173.5-2190.5 kHz;S;MOBILE (distress and calling);Eurobalise (Balise up-link);B13-01-2-1
2173.5-2190.5 kHz;S;MOBILE (distress and calling);GMDSS;
2190.5-2300 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
2190.5-2300 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
2190.5-2300 kHz;S;MARITIME MOBILE;Defence systems;
2300-2498 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2300-2498 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
2300-2498 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
2498-2502 kHz;S;Not allocated;Inductive applications (148.5-5000 kHz);B06-14-3-1
2498-2502 kHz;S;Not allocated;Eurobalise (Balise up-link);B13-01-2-1
2502-2625 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
2502-2625 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
2502-2625 kHz;S;FIXED;Defence systems;
2502-2625 kHz;S;FIXED;Point-to-Point;
2502-2625 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2502-2625 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
2502-2625 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
2502-2625 kHz;S;MOBILE except aeronautical mobile (R);Point-to-Point;
2625-2650 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
2625-2650 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
2625-2650 kHz;S;MARITIME MOBILE;Defence systems;
2625-2650 kHz;S;MARITIME RADIONAVIGATION;Inductive applications (148.5-5000 kHz);B06-14-3-1
2625-2650 kHz;S;MARITIME RADIONAVIGATION;Eurobalise (Balise up-link);B13-01-2-1
2625-2650 kHz;S;MARITIME RADIONAVIGATION;Defence systems;
2650-2850 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
2650-2850 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
2650-2850 kHz;S;FIXED;Defence systems;
2650-2850 kHz;S;FIXED;Point-to-Point;
2650-2850 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2650-2850 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
2650-2850 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
2650-2850 kHz;S;MOBILE except aeronautical mobile (R);Point-to-Point;
2850-3025 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
2850-3025 kHz;C;AERONAUTICAL MOBILE (R);Eurobalise (Balise up-link);B13-01-2-1
2850-3025 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
3025-3155 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (148.5-5000 kHz);B06-14-3-1
3025-3155 kHz;M;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
3025-3155 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
3155-3230 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
3155-3230 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
3155-3230 kHz;S;FIXED;Inductive applications;B06-16-3-1
3155-3230 kHz;S;FIXED;Defence systems;
3155-3230 kHz;S;FIXED;Point-to-Point;
3155-3230 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
3155-3230 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
3155-3230 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications;B06-16-3-1
3155-3230 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
3155-3230 kHz;S;MOBILE except aeronautical mobile (R);Point-to-Point;
3230-3400 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
3230-3400 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
3230-3400 kHz;S;FIXED;Inductive applications;B06-16-3-1
3230-3400 kHz;S;FIXED;Defence systems;
3230-3400 kHz;S;FIXED;Point-to-Point;
3230-3400 kHz;S;MOBILE except aeronautical mobile;Inductive applications (148.5-5000 kHz);B06-14-3-1
3230-3400 kHz;S;MOBILE except aeronautical mobile;Eurobalise (Balise up-link);B13-01-2-1
3230-3400 kHz;S;MOBILE except aeronautical mobile;Inductive applications;B06-16-3-1
3230-3400 kHz;S;MOBILE except aeronautical mobile;Defence systems;
3230-3400 kHz;S;MOBILE except aeronautical mobile;Point-to-Point;
3400-3500 kHz;S;AERONAUTICAL MOBILE (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
3400-3500 kHz;S;AERONAUTICAL MOBILE (R);Eurobalise (Balise up-link);B13-01-2-1
3400-3500 kHz;S;AERONAUTICAL MOBILE (R);Aeronautical communications;
3500-3800 kHz;S;AMATEUR;Inductive applications (148.5-5000 kHz);B06-14-3-1
3500-3800 kHz;S;AMATEUR;Eurobalise (Balise up-link);B13-01-2-1
3500-3800 kHz;S;AMATEUR;Amateur;D02-05-1-1
3500-3800 kHz;S;AMATEUR;Defence systems;
3500-3800 kHz;S;AMATEUR;Point-to-Point;
3500-3800 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
3500-3800 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
3500-3800 kHz;S;FIXED;Amateur;D02-05-1-1
3500-3800 kHz;S;FIXED;Defence systems;
3500-3800 kHz;S;FIXED;Point-to-Point;
3500-3800 kHz;S;MOBILE except aeronautical mobile;Inductive applications (148.5-5000 kHz);B06-14-3-1
3500-3800 kHz;S;MOBILE except aeronautical mobile;Eurobalise (Balise up-link);B13-01-2-1
3500-3800 kHz;S;MOBILE except aeronautical mobile;Amateur;D02-05-1-1
3500-3800 kHz;S;MOBILE except aeronautical mobile;Defence systems;
3500-3800 kHz;S;MOBILE except aeronautical mobile;Point-to-Point;
3800-3900 kHz;S;AERONAUTICAL MOBILE (OR);Inductive applications (148.5-5000 kHz);B06-14-3-1
3800-3900 kHz;S;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
3800-3900 kHz;S;AERONAUTICAL MOBILE (OR);Defence systems;
3800-3900 kHz;S;AERONAUTICAL MOBILE (OR);Point-to-Point;
3800-3900 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
3800-3900 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
3800-3900 kHz;S;FIXED;Defence systems;
3800-3900 kHz;S;FIXED;Point-to-Point;
3800-3900 kHz;S;LAND MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
3800-3900 kHz;S;LAND MOBILE;Eurobalise (Balise up-link);B13-01-2-1
3800-3900 kHz;S;LAND MOBILE;Defence systems;
3800-3900 kHz;S;LAND MOBILE;Point-to-Point;
3900-3950 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (148.5-5000 kHz);B06-14-3-1
3900-3950 kHz;M;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
3900-3950 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
3950-4000 kHz;C;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
3950-4000 kHz;C;FIXED;Eurobalise (Balise up-link);B13-01-2-1
3950-4000 kHz;C;FIXED;Point-to-Point;
4000-4063 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
4000-4063 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
4000-4063 kHz;S;FIXED;Point-to-Point;
4000-4063 kHz;S;FIXED;Defence systems;
4063-4152 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
4063-4152 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
4063-4152 kHz;S;MARITIME MOBILE;Maritime communications;
4152-4172 kHz;M;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
4152-4172 kHz;M;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
4152-4172 kHz;M;MARITIME MOBILE;Maritime military systems;
4172-4438 kHz;S;MARITIME MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
4172-4438 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
4172-4438 kHz;S;MARITIME MOBILE;Maritime communications;
4438-4650 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
4438-4650 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
4438-4650 kHz;S;FIXED;Defence systems;
4438-4650 kHz;S;FIXED;Point-to-Point;
4438-4650 kHz;S;MOBILE except aeronautical mobile (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
4438-4650 kHz;S;MOBILE except aeronautical mobile (R);Eurobalise (Balise up-link);B13-01-2-1
4438-4650 kHz;S;MOBILE except aeronautical mobile (R);Defence systems;
4438-4650 kHz;S;MOBILE except aeronautical mobile (R);Point-to-Point;
4650-4700 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (148.5-5000 kHz);B06-14-3-1
4650-4700 kHz;C;AERONAUTICAL MOBILE (R);Eurobalise (Balise up-link);B13-01-2-1
4650-4700 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
4700-4750 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (148.5-5000 kHz);B06-14-3-1
4700-4750 kHz;M;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
4700-4750 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
4750-4850 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
4750-4850 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
4750-4850 kHz;S;FIXED;Point-to-Point;
4850-4995 kHz;S;FIXED;Inductive applications (148.5-5000 kHz);B06-14-3-1
4850-4995 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
4850-4995 kHz;S;FIXED;Point-to-Point;
4850-4995 kHz;S;LAND MOBILE;Inductive applications (148.5-5000 kHz);B06-14-3-1
4850-4995 kHz;S;LAND MOBILE;Eurobalise (Balise up-link);B13-01-2-1
4850-4995 kHz;S;LAND MOBILE;Point-to-Point;
4995-5060 kHz;S;Not allocated;Inductive applications (148.5-5000 kHz) (148.5-5000 kHz);B06-14-3-1
4995-5060 kHz;S;Not allocated;Eurobalise (Balise up-link);B13-01-2-1
4995-5060 kHz;S;Not allocated;Inductive applications (5000-30000 kHz) (5000-30000 kHz);B06-17-3-1
5060-5450 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
5060-5450 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
5060-5450 kHz;S;FIXED;Defence systems;
5060-5450 kHz;S;FIXED;Point-to-Point;
5060-5450 kHz;S;FIXED;Amateur (5351.5-5366.5 kHz);D02-06-1-1
5450-5480 kHz;S;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
5450-5480 kHz;S;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
5450-5480 kHz;S;AERONAUTICAL MOBILE (OR);Defence systems;
5450-5480 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
5450-5480 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
5450-5480 kHz;S;FIXED;Defence systems;
5450-5480 kHz;S;LAND MOBILE;Eurobalise (Balise up-link);B13-01-2-1
5450-5480 kHz;S;LAND MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
5450-5480 kHz;S;LAND MOBILE;Defence systems;
5480-5680 kHz;C;AERONAUTICAL MOBILE (R);Eurobalise (Balise up-link);B13-01-2-1
5480-5680 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
5480-5680 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
5680-5730 kHz;M;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
5680-5730 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
5680-5730 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
5730-5900 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
5730-5900 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
5730-5900 kHz;S;FIXED;Point-to-Point;
5900-5950 kHz;C;Not allocated;Eurobalise (Balise up-link);B13-01-2-1
5900-5950 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
5950-6200 kHz;C;BROADCASTING;Eurobalise (Balise up-link);B13-01-2-1
5950-6200 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
5950-6200 kHz;C;BROADCASTING;AM sound analogue;
